id,name,type,category,city,description,heat_score,rating_score,tag_json,cover_url,status,created_at,lng_lat
317,北京郭守敬纪念馆,scenic,纪念馆/名人故居,北京市,游人至此，既可漫步于曲折小径之上，尽享园林美景，又可睹物思人，追念这位古代伟大的科学家。,3.2,4.8,名人故居|纪念馆|科学家|水利|元代历史,https://r1.visitbeijing.com.cn/vbj-s/2019/1112/20191112030508926.jpg,1,,
318,中国民族博物馆,scenic,博物馆/展览馆,北京市,以全面展示中国民族服饰文化为内容的“多彩中华”项目，被誉为中国民族文化的一支奇葩，在国际社会产生了广泛影响。,2.3,4.2,博物馆,https://r1.visitbeijing.com.cn/vbj-s/2013/0322/20130322100327378.jpg,1,,
319,北京空竹博物馆,scenic,博物馆/展览馆,北京市,是北京首家以空竹为主题的专题博物馆，包括空竹相关的文字介绍、实物陈列、图片和多媒体展示等内容，传承保护空竹文化、普及空竹知识。,3.1,4.2,博物馆,https://r1.visitbeijing.com.cn/vbj-s/2013/0313/20130313040156863.jpg,1,,
320,郭沫若纪念馆,scenic,纪念馆/名人故居,北京市,全国重点文物保护单位、北京市爱国主义教育基地，是一处具有深刻文化内涵的纪念性旅游景点。,2.6,3.7,名人故居|爱国主义教育|红色旅游|纪念馆,https://r1.visitbeijing.com.cn/vbj-s/2013/0308/20130308025859973.jpg,1,,
321,中国消防博物馆,scenic,博物馆/展览馆,北京市,中国消防博物馆建筑面积为20422.5平方米，展陈面积9500平方米，共四层，由序厅、古代消防厅、近现代消防厅、防火防灾体验馆和临时展厅组成。,3.1,3.8,博物馆,https://r1.visitbeijing.com.cn/vbj-s/2013/0304/20130304032000757.jpg,1,,
322,中国古动物馆,scenic,博物馆/展览馆,北京市,它是一座系统介绍脊椎动物起源和系统发育的国家级博物馆，也是目前亚洲最大的古动物博物馆。,4.1,4.5,博物馆|古生物|科普,https://r1.visitbeijing.com.cn/vbj-s/2013/0219/20130219030859130.jpg,1,,
323,厂甸庙会,scenic,文化艺术空间,北京市,在旧京城的众多庙会中，惟有厂甸的庙会，不以庙为名，每年只在春节才有一次，却是规模最大、京味最浓、最闻名遐迩和脍炙人口的。,3.6,4,民俗活动|节庆活动|非遗,https://r1.visitbeijing.com.cn/vbj-s/2013/0116/20130116014239617.jpg,1,,
324,大观园红楼庙会,scenic,文化艺术空间,北京市,红楼庙会用各种创新的形式，让每一个到这里的游人感受红楼文化的魅力。,3.6,4.8,民俗活动|节庆活动|古典园林,https://r1.visitbeijing.com.cn/vbj-s/2013/0115/20130115110010591.jpg,1,,
325,北京报国寺,scenic,宗教场所,北京市,报国寺位于北京市西城区报国寺前街1号，处于北京明城墙遗址公园位于市中心地域。,2.1,4.2,佛教|宗教建筑,https://r1.visitbeijing.com.cn/vbj-s/2013/0108/20130108044413989.jpg,1,,
326,广济寺,scenic,宗教场所,北京市,北京市文物保护单位。北京著名的"内八刹"之一。位于北京城内西城区阜成门内大街25号。,3.7,4.6,佛教|宗教建筑,https://r1.visitbeijing.com.cn/vbj-s/2013/0108/20130108032307156.jpg,1,,
327,北京醇亲王府,scenic,历史古迹,北京市,醇亲王府位于后海北沿。前身是清初大学士明珠的宅第。,3.1,4.1,历史建筑|王府|纳兰明珠,https://r1.visitbeijing.com.cn/vbj-s/2013/0108/20130108010010508.jpg,1,,
328,北京鸦儿胡同,scenic,历史文化街区,北京市,鸦儿胡同属西城区什刹海街道。东南起小石碑胡同，与烟袋斜街相连；西北至甘露胡同。,6.8,4.4,Citywalk|老北京风情|胡同/四合院,https://r1.visitbeijing.com.cn/vbj-s/2013/0108/20130108022629697.jpg,1,,
329,北京陕西巷,scenic,历史文化街区,北京市,陕西巷位于北京市宣武区大栅栏街道社区的南北向胡同。南起珠市口西大街，北至铁树斜街，全长约500米。,1.5,4.8,历史文化街区|胡同|八大胡同,https://r1.visitbeijing.com.cn/vbj-s/2013/0106/20130106023608242.jpg,1,,
330,校场口胡同,scenic,历史文化街区,北京市,校场口胡同位于宣武区西北部。东起宣武门外大街，西至老墙根街。因军队演武、操练得名。,3.4,4.3,Citywalk|老北京风情|胡同/四合院,https://r1.visitbeijing.com.cn/vbj-s/2013/0106/20130106112900932.jpg,1,,
331,北京鲁迅故居,scenic,纪念馆/名人故居,北京市,北京市西城区阜成门内宫门口二条19号 ，是鲁迅1924 年至1926年在北京的住所。,5.7,4.6,名人故居,https://r1.visitbeijing.com.cn/vbj-s/2013/0105/20130105030051138.jpg,1,,
332,北京市少年宫,campus,校园教育,北京市,育人的苗圃，孩子成长的摇篮,2.6,4.4,文化场馆|教育,https://r1.visitbeijing.com.cn/vbj-s/2013/0114/20130114023638269.jpg,1,,
333,广化寺,scenic,宗教场所,北京市,北京广化寺位于北京市西城区什刹海北边，是一座北京著名的大型佛教寺院，也是北京市佛教协会所在地。,7.7,3.5,佛教|宗教建筑,https://r1.visitbeijing.com.cn/vbj-s/2013/0104/20130104052927599.jpg,1,,
334,北京护国寺,scenic,宗教场所,北京市,北京护国寺位于西城西四牌楼之北，护国寺街西口内路北，农历每月逢七、八有庙会。,1.6,4.7,佛教|宗教建筑,https://r1.visitbeijing.com.cn/vbj-s/2013/0104/20130104050358415.jpg,1,,
335,北京辅仁大学,scenic,校园教育,北京市,辅仁大学简称辅大。旧称：辅仁社、北京公教大学、私立北京辅仁大学、私立北平辅仁大学、国立辅仁大学。,7.5,4.1,教育文化|高校校园,https://r1.visitbeijing.com.cn/vbj-s/2013/0104/20130104025029838.jpg,1,,
336,西直门天主堂,scenic,宗教场所,北京市,西直门天主堂又名圣母圣衣堂，俗称西堂，名列北京四大天主堂之一，位于北京市西城区西直门内大街130号。,1.6,4.6,基督教|宗教建筑,https://r1.visitbeijing.com.cn/vbj-s/2013/0104/20130104111300829.jpg,1,,
337,北京市大栅栏商业街区,scenic,历史文化街区,北京市,曾经老字号聚集的一条商业街，现已进行了现代化的改造，用全新的面貌迎来八方四海的宾朋。,3.4,4.7,商业街区|网红打卡|购物美食,https://r1.visitbeijing.com.cn/vbj-s/2015/0512/20150512012647289.jpg,1,,
338,文津街,scenic,历史文化街区,北京市,绿树成荫的街道，古香古色的建筑，很难想象在北京的市中心，隐藏着这样一个幽静雅致的地方。,9.6,3.9,历史文化街区|北海|故宫西华门,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207125827545.jpg,1,,
339,北京古代钱币博物馆,scenic,博物馆/展览馆,北京市,除了了解钱币历史，这里还可以购买、交换钱币，请专家鉴定真伪、品相等。,2.3,4.2,博物馆,https://r1.visitbeijing.com.cn/vbj-s/2015/0508/20150508035555843.jpg,1,,
340,牛街礼拜寺,scenic,宗教场所,北京市,独特的风俗的确别有一番风味。特别是赶上有礼拜活动的时候，里面放着乐曲，感觉很圣洁。,3.6,3.7,伊斯兰教|宗教建筑|清真寺|历史建筑,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206022943279.jpg,1,,
341,白云观,scenic,宗教场所,北京市,白云观是了解中国道教文化与传统习俗的重要窗口，每年春节民俗庙会游人如织，以独特的魅力吸引着香客游人。,1.9,4.3,宗教建筑|道教,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206111545483.jpg,1,,
342,三圣庵,scenic,宗教场所,北京市,闹市中的一抹清静，颇有心灵涤荡的感觉。这里有一棵姻缘树，很多人到这里都是来求姻缘的。,1.9,3.7,佛教|宗教建筑,https://r1.visitbeijing.com.cn/vbj-s/2012/1205/20121205100827401.jpg,1,,
343,徐悲鸿纪念馆,scenic,纪念馆/名人故居,北京市,这里主要展览徐悲鸿先生的油画、国画、素描以及书法等真迹，绝对是感受艺术、缅怀大师的好去处。,2.5,3.8,名人故居|纪念馆|绘画|艺术家|美术,https://r1.visitbeijing.com.cn/vbj-s/2012/1205/20121205095829717.jpg,1,,
344,清真女寺,scenic,宗教场所,北京市,一种特有的宗教建筑，这里要求做到男女隔绝，是专为女性提供礼拜的场所。,1.8,4.7,伊斯兰教|宗教建筑,https://r1.visitbeijing.com.cn/vbj-s/2012/1205/20121205095139626.jpg,1,,
345,德胜门箭楼,scenic,历史古迹,北京市,高大宏伟的德胜门箭楼是目前北京城仅存的两处古箭楼之一，它和前门箭楼几百年来一直见证着北京城的沧桑变迁。,2.3,4.1,历史|古建筑|城门,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208034616947.jpg,1,,
346,什刹海风景区（后海）,scenic,自然景区,北京市,到北京游玩，什刹海是最不可错过的一站，这里，尤其是更受老外们的青睐。游王府，观故居;乘三轮车，坐摇橹船;逛古街，聚酒吧;住四合院，品私家菜……可谓美哉,7.2,4.3,夜景|湖泊|胡同|酒吧,https://r1.visitbeijing.com.cn/vbj-s/2015/1126/20151126054621251.jpg,1,,
347,九门小吃,scenic,商业街区,北京市,北京原汁原味老字号，老北京的吆喝，糖葫芦、爆肚冯、年糕钱、月盛斋、羊头马、炸糕辛、奶酪魏、豆腐脑白等一溜排开。,2.5,4.6,小吃|美食|老北京,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208115808668.jpg,1,,
348,中国古代建筑博物馆,scenic,博物馆/展览馆,北京市,建筑作为人类文明的载体，犹如座座里程碑，镌刻着人类社会在各个领域的发展成就，被视为一个民族对人类文明贡献的标志。,1.4,4.1,博物馆,https://r1.visitbeijing.com.cn/vbj-s/2015/0722/20150722113831280.jpg,1,,
349,古陶文明博物馆,scenic,博物馆/展览馆,北京市,古陶文明博物馆，见证古老艺术，领略中国古陶文明精华。,1.6,4.2,博物馆,https://r1.visitbeijing.com.cn/vbj-s/2015/0722/20150722021009170.jpg,1,,
350,中国钱币博物馆,scenic,博物馆/展览馆,北京市,中国钱币博物馆是国内最大的集钱币收藏、研究、陈列、宣教于一体的专题性博物馆。,6.6,4.8,博物馆,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206012401245.jpg,1,,
351,银锭桥,scenic,历史古迹,北京市,银锭桥是古时“燕京八景”之一的“银锭观山”所在。从前站桥上，可以远望西山落日，现在只见高楼不见山。,2.5,4.2,交通建筑|桥梁建筑,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206114431510.jpg,1,,
352,仪亲王府,scenic,历史古迹,北京市,仪亲王府全貌已不可见，仅存东部二进四合院、一段府邸隔墙和阁楼。,3.5,3.6,历史建筑|王府,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206113737234.jpg,1,,
353,洵贝勒府,scenic,历史古迹,北京市,"洵贝勒府，宅第坐北朝南，府西至今西单北大街,北邻今灵境胡同,东在今府墙。",3,4.7,历史建筑|王府|贝勒府,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206113049820.jpg,1,,
354,西单商业街,scenic,商业街区,北京市,这是北京最热闹、最时尚、最繁华、最适合年轻人逛街休闲的一条街道，在这里你恐怕能看到北京城最活力的一面。,3.6,4.3,商业街区|网红打卡|购物美食,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206110746546.jpg,1,,
355,民国国会议场,scenic,历史古迹,北京市,建于民国初年，时为国会开会和办公的场所。,3.3,4.3,历史建筑|政治史|民国,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208032234819.jpg,1,,
356,民族文化宫,scenic,文化艺术空间,北京市,是一座具有博物馆性质的民族风情展览馆，民族文化宫建筑独特，极具民族情调。,3.4,4.4,文化场馆|展览馆,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208033834374.jpg,1,,
357,梅兰芳纪念馆,scenic,纪念馆/名人故居,北京市,1961年梅兰芳逝世前，曾在这幽静、安适的四合院内，度过了他人生的最后10年。,5.3,4.7,名人故居|纪念馆|京剧|艺术家|传统文化,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208021554393.jpg,1,,
358,吕祖宫,scenic,宗教场所,北京市,吕祖宫建于清代，坐西朝东，山门的石门额上书“古刹火神庙”。,2.6,4.1,宗教建筑,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208015232365.jpg,1,,
359,北京李大钊故居,scenic,纪念馆/名人故居,北京市,李大钊早年去日留学，1916年回国后，6月迁居北京后曾在此居住较长的一段岁月。,3.5,3.6,名人故居,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208011655278.jpg,1,,
360,金融街,scenic,商业街区,北京市,金融街是北京市第一个大规模整体定向开发的金融产业功能区,3.5,3.7,商业街区|金融中心|商务,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208120720666.jpg,1,,
361,会贤堂旧址,scenic,历史古迹,北京市,是北京八大堂之一原是清光绪时礼部侍郎斌儒的私第。,7.1,4.8,什刹海|会馆|历史建筑,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208115141436.jpg,1,,
362,龚自珍故居,scenic,纪念馆/名人故居,北京市,晚清思想家、史学家龚自珍在此住过5年，离开时将这座宅院卖给广东番禺人潘仕成，潘将其赠给番禺在京同乡会，院子被改为广东番禺会馆。,3.8,4.6,名人故居,https://r1.visitbeijing.com.cn/vbj-s/2016/0613/20160613050840311.jpg,1,,
363,定亲王府,scenic,历史古迹,北京市,是世袭递降亲王府，该府原为巽亲王府。,3.6,4.1,历史建筑|王府,https://r1.visitbeijing.com.cn/vbj-s/2012/1209/20121209104153287.jpg,1,,
364,北京图书大厦,scenic,文化艺术空间,北京市,北京图书大厦是全国大型国有零售书店之一。号称“北京最大的书店”。,5.5,3.9,商业街区|网红打卡|购物美食,https://r1.visitbeijing.com.cn/vbj-s/2012/1209/20121209103157485.jpg,1,,
365,团城,scenic,历史古迹,北京市,这里原是太液池中的一个小屿，历史的潮流将它幻作了今天的团城。,2,3.7,古典园林|湖光山色|皇家园林,https://r1.visitbeijing.com.cn/vbj-s/2012/1209/20121209102148845.jpg,1,,
366,白塔寺,scenic,宗教场所,北京市,因寺内有一座白色古塔而名。是元大都保留下来的重要建筑之一，属社科类专题遗址博物馆，1980年正式对外开放。,7.7,4.4,佛教|藏传佛教|宗教建筑|元代建筑|白塔|历史遗迹|文化遗产,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207020919532.jpg,1,,
367,湖南会馆旧址,scenic,历史古迹,北京市,这座坐落于烂缦的胡同的会馆历史可能并不烂漫，毛泽东1920年曾住在会馆里，并在此召开了千人参加的“湖南各界驱逐军阀张敬尧大会”。,7.9,4.5,会馆|历史建筑|文化遗产,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206041131520.jpg,1,,
368,北京湖广会馆,scenic,历史古迹,北京市,湖广会馆有着太多太多的历史，无数历史名人都在这里留下了自己的足迹，绝对值得您一来。,3.6,3.5,会馆|历史建筑|文化遗产|演艺剧场|文化体验,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206043041914.jpg,1,,
369,虹光阁,scenic,文化艺术空间,北京市,该店现以经营金石陶瓷、字画碑贴为主，是北京市旅游发展委员会选定的"定点商店"。,2.9,4.4,古玩|字画|琉璃厂,https://r1.visitbeijing.com.cn/vbj-s/2012/1227/20121227102019802.jpg,1,,
370,观音院过街楼,scenic,宗教场所,北京市,北京唯一残存的过街楼实物，具有很高的历史价值。,3.2,4.6,宗教建筑|历史建筑|佛教|古建筑,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206045017710.jpg,1,,
371,安徽会馆旧址,scenic,历史古迹,北京市,几经风雨几经重建的安徽会馆依旧矗立在北京城市一隅，默默的记录着那些属于他的历史。,4.2,3.8,会馆|历史建筑,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206050500284.jpg,1,,
372,中国书店,scenic,文化艺术空间,北京市,中国书店所经营的古籍善本、碑帖拓片因其货色齐全，独一无二而吸引着每一位前来的顾客。,1.9,4.2,书店|古籍|文化,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206051541924.jpg,1,,
373,荣宝斋,scenic,文化艺术空间,北京市,以文房四宝闻名天下的古玩字画店，曾用精湛的仿制技术让齐白石本人都真假莫辨。,4.4,3.6,书画|文房四宝|老字号,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206053029408.jpg,1,,
374,钱市胡同,scenic,历史文化街区,北京市,北京最窄的胡同，也是中国现存最早、最完整的金融交易所。,5.8,3.9,Citywalk|老北京风情|胡同/四合院,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206054259478.jpg,1,,
375,南海会馆旧址,scenic,历史古迹,北京市,南海会馆即为康有为故居，清朝维新派的重镇，如此历史的积淀使此处变得别具风味。,2.3,4.7,会馆|历史|历史建筑|康有为,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206055803730.jpg,1,,
376,泾县会馆旧址,scenic,历史古迹,北京市,曾经作为李大钊等人创办杂志创办政治周刊《每周评论》的编辑部所在地，为其添加了历史的厚重感。,3,3.6,会馆|历史建筑,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206060752272.jpg,1,,
377,国家大剧院,scenic,演艺剧场,北京市,奇妙的建筑设计，美妙的艺术熏陶，无一不让人流连忘返。,4.3,4.1,文化体验|演艺剧场,https://r1.visitbeijing.com.cn/vbj-s/2016/1123/20161123041016351.jpg,1,,
378,人定湖公园,scenic,城市公园,北京市,据说名字来源于“人定胜天”这一个具有气魄的词，但是里面的建筑风格确实优美的欧式风格，是拍艺术照和婚纱照的好去处。,3.5,4.7,休闲垂钓|休闲娱乐|城市公园|水域风光|自然景观,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207040810509.jpg,1,,
379,庄亲王府,scenic,历史古迹,北京市,清初八大“铁帽子王”承泽亲王的王府所在，如果您对清宫剧情有独钟，那这里将是您探寻清宫秘史的一个好去处。,3.5,3.7,历史建筑|王府|铁帽子王,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207041635963.jpg,1,,
380,琉璃厂,scenic,历史文化街区,北京市,琉璃厂经过几百年的发展，人文积淀深厚，如果您要买文房四宝或者古书古籍这里一定是一个好去处。,2.2,4.1,古玩|字画|文化街|老字号,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207100741593.jpg,1,,
381,北京植物园展览温室,scenic,博物馆/展览馆,北京市,北京植物园展览温室位于香山脚下，建筑面积9800平方米，占地5.5公顷。展览温室在北京植物园内，植物园门票平日5元，展览温室门票50元，套票50元。,3.9,3.5,植物园|温室|科普,https://r1.visitbeijing.com.cn/vbj-s/2017/1226/20171226044850342.jpg,1,,
382,明慧茶院,scenic,文化艺术空间,北京市,明慧茶院位居京西大觉寺内。明慧者，明达，智慧之意也。 创建于1997年的明慧茶院，既有茶之王者、水之极品，又有大觉寺之静谧佳境，无论是端坐于茶室，还是驻足于庭院，都能感受到历史之深邃，文化之幽远，文人学者、高僧硕儒们无不沉醉于山寺的绮丽之景，留连于此，品味清泉香茗。,2.9,4.7,休闲|禅意|茶院,https://r1.visitbeijing.com.cn/vbj-s/2017/0522/20170522030020782.jpg,1,,
383,中央广播电视塔,scenic,城市公园,北京市,中央广播电视塔，现为国家级的4A景点，坐落于北京市海淀区西三环中路西侧，航天桥附近，东临秀美的玉渊潭和著名的钓鱼台，南望公主坟，北瞰阜成路。,4.2,4.4,现代建筑|地标建筑|观光塔|4A景区,https://r1.visitbeijing.com.cn/vbj-s/2017/0522/20170522050306655.jpg,1,,
384,清华大学艺术博物馆,scenic,博物馆/展览馆,北京市,清华大学艺术博物馆凝聚着几代清华人的心愿，承载着清华人传承中华文化艺术使命的梦想。,4,4,博物馆|名校|教育文化|网红打卡|艺术展览|高校校园,https://r1.visitbeijing.com.cn/vbj-s/2017/0420/20170420033609799.jpg,1,,
385,宽和相声茶园,scenic,演艺剧场,北京市,宽和相声茶园汇集中国各类传统艺术，打造京城专业的表演团队，与多家正宗相声团队交流，战略合作，让您在京城欣赏到原汁原味儿的剧场相声，为广大观众朋友提供一处能令您捧腹大笑的消遣场所。,2.4,3.7,文化体验|演艺剧场,https://r1.visitbeijing.com.cn/vbj-s/2017/0419/20170419105201930.jpg,1,,
386,中国数字图书馆,scenic,文化艺术空间,北京市,中国数字图书馆隶属于中国国家图书馆，服务于中国国家图书馆二期工程暨国家数字图书馆工程。,4.9,4.4,图书馆|图书馆/文化中心|数字资源|现代,https://r1.visitbeijing.com.cn/vbj-s/2017/0525/20170525063108469.jpg,1,,
387,王老吉凉茶博物馆（北京馆）,scenic,博物馆/展览馆,北京市,王老吉凉茶博物馆（北京馆）在未来完全有可能成为代表中国传统中医药养生文化的一张“中国名片”，助力提升民族品牌在国际竞争中的软实力。同时，也必将进一步增添首都的中华文化内涵。,3.2,3.5,博物馆,https://r1.visitbeijing.com.cn/vbj-s/2017/0525/20170525062835121.jpg,1,,
388,海淀展览馆,scenic,商业街区,北京市,海淀展览馆是北京唯一的绿色园林式会展中心，坐落在公园北部。展览馆按国际标准展馆设计配置，面积为7900平方米。,4.5,3.7,会展|博物馆|展览馆,https://r1.visitbeijing.com.cn/vbj-s/2017/0417/20170417042613740.jpg,1,,
389,枫蓝国际小剧场,scenic,演艺剧场,北京市,枫蓝国际小剧场是枫蓝国际购物中心新开设的一个小剧场，地处海淀区西直门，是购物者的集中消费中心。,2.1,4.5,文化体验|演艺剧场,https://r1.visitbeijing.com.cn/vbj-s/2017/0413/20170413074130723.jpg,1,,
390,北京袖珍人皮影剧团,scenic,演艺剧场,北京市,北京葫芦娃儿童皮影剧场是北京龙在天文化演艺集团旗下重点演出场地。剧场立足于传承非遗——皮影，以全新的形式，将世界级非物质文化遗产的传承、普及工作与少儿素质培养紧密结合，力求以全新的角度，为孩子打造一个民族文化教育的童话课堂。,1.2,4.6,演出|皮影|非遗,https://r1.visitbeijing.com.cn/vbj-s/2017/0413/20170413060835997.jpg,1,,
391,海淀区文化小剧场,scenic,演艺剧场,北京市,海淀区文化馆始建于1951年。现新馆位于海淀区的中心地带，黄庄十字路口的东北角，中关村大街28-1号的海淀文化艺术大厦内的一层、四层、五层、七层和八层。,2.3,4.7,文化体验|演艺剧场,https://r1.visitbeijing.com.cn/vbj-s/2017/0412/20170412072643519.jpg,1,,
392,开心麻花剧场,scenic,演艺剧场,北京市,作为国内极具舞台剧商业竞争力的民营机构，开心麻花已成功推出《小丑爱美丽》、《须摩提世界》、《夏洛特烦恼》、《乌龙山伯爵》、《那年的梦想》等多部票房、口碑双赢的经典作品。,1.9,3.7,文化体验|演艺剧场,https://r1.visitbeijing.com.cn/vbj-s/2017/0411/20170411051917440.jpg,1,,
393,温泉村果品观光采摘园,scenic,农业观光,北京市,温泉村观光采摘园位于海淀区温泉镇温泉村村南，具有观光、采摘、休闲、娱乐、健身、教育等功能，并能提供观光服务,1.3,3.7,亲子互动|休闲度假|农业观光|温泉康养|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1221/20161221100725212.jpg,1,,
394,白家疃村果品观光采摘园,scenic,农业观光,北京市,说起温泉白家疃，可是个文化气息浓厚的地方,2.1,3.5,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220025114219.jpg,1,,
395,科烨隆农业观光度假村,scenic,农业观光,北京市,,4.5,3.9,农业观光|采摘体验|休闲度假|亲子互动,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220020558148.jpg,1,,
396,西山凤凰岭果树种植园,scenic,农业观光,北京市,北京市海淀区西山凤凰岭果树种植场位于北京市海淀区苏家坨镇，西边依傍凤凰岭自然风景区,1.1,4.5,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220015231614.jpg,1,,
397,御香观光采摘园,scenic,农业观光,北京市,御香观光采摘园内种植有樱桃、草莓、大桃等果树和一些时令的蔬菜,3.5,4.1,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220104129570.jpg,1,,
398,香山绿色果品观光采摘园,scenic,农业观光,北京市,香山绿色果品观光园位于北京市海淀区四季青镇旱河路西侧，占地广阔，环境优美，空气清新,5,3.6,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1219/20161219043254283.jpg,1,,
399,京香绿谷观光采摘园,scenic,农业观光,北京市,京香绿谷观光采摘园地处北京西山风景区香山脚下，位于玉泉山西侧，紧邻五环路，不仅交通便利，气候适宜,3.9,3.6,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1219/20161219042800131.jpg,1,,
400,上庄翠湖农业观光园景区,scenic,农业观光,北京市,,5.7,4.2,亲子互动|休闲垂钓|农业观光|水域风光|自然景观|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1219/20161219020116872.jpg,1,,
401,玉泉观光采摘园,scenic,农业观光,北京市,玉泉观光采摘园占有得天独厚的地理位置，东距颐和园西门不足千米;北邻玉泉山天下第一泉;,9.9,3.6,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1219/20161219015515382.jpg,1,,
402,四季青果林所观光园,scenic,农业观光,北京市,四季青果林所观光园位于北京西郊风景区香山脚下，北望玉泉山，东邻四环路，西邻五环路，是北京距市中心最近的一个观光采摘果园。,2.8,4.4,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1219/20161219014944370.jpg,1,,
403,北京都市农夫樱桃采摘园,scenic,农业观光,北京市,毗邻翠湖湿地和上庄水库,3.8,3.6,亲子互动|农业观光|樱桃采摘|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1219/20161219103556520.jpg,1,,
404,周家巷樱桃采摘园,scenic,农业观光,北京市,,1.6,3.6,亲子互动|农业观光|樱桃采摘|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1216/20161216041059998.jpg,1,,
405,苏家坨镇管家岭村采摘园,scenic,农业观光,北京市,,3.3,4.2,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1216/20161216024820929.jpg,1,,
406,苏家坨镇台头村采摘园,scenic,农业观光,北京市,,4,4.2,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1216/20161216014846912.jpg,1,,
407,梁家园村采摘园,scenic,农业观光,北京市,,3.2,3.6,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1216/20161216014339446.jpg,1,,
408,狂飙乐园樱桃采摘园,scenic,农业观光,北京市,"狂飚乐园位于海淀区苏家坨风景旅游区,景色优美,交通便利,依附于大西山旅游带,誉有“南山第五景区”之美名",3.7,4.3,亲子互动|农业观光|樱桃采摘|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1216/20161216114139483.jpg,1,,
409,北京宫岭艺苑种植园,scenic,农业观光,北京市,樱桃“先百果而熟”，自古以来“人多贵之”，有着“春果第一支”的美赞。,5.4,3.8,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1216/20161216105744589.jpg,1,,
410,京艳庆丰果树种植场,scenic,农业观光,北京市,"京艳庆丰百亩果园又名北京京艳庆丰百亩果园，京艳庆丰百亩果园所在地址：北京海淀区苏家坨镇抬头村，消费特色：百亩果园,种类繁多。",2.5,3.9,农业观光|森林公园|自然生态|采摘|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1215/20161215023011599.jpg,1,,
411,北京庄户人家种植园,scenic,农业观光,北京市,北京庄户人家种植园位于北京市海淀区北部苏家坨镇周家乡村东，具有得天独厚的地理位置以及四通八达的便捷交通，不仅观光旅游、度假采摘，而且还有餐饮、休闲娱乐等一系列丰富的绿色、生态、休闲场所。,2.8,3.6,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1215/20161215105044659.jpg,1,,
412,北京丰盛浩林采摘园,scenic,农业观光,北京市,,3.3,4,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1214/20161214031049612.jpg,1,,
