id,food_id,user_id,parent_comment_id,content_text,media_url,like_count,reply_count,status,created_at,updated_at
339,4245,41,339,瑞幸咖啡的店面不大但位置方便。咖啡出品稳定拿铁奶泡绵密美式酸度适中。价格在周边算是正常水平。早上来一杯提神效果不错，适合上班前或午休时顺手买一杯。,,0,0,1,2026/5/9 20:43,2026/5/9 20:43
340,4278,28,339,库迪咖啡环境安静舒服适合坐一下午。冰美式夏天很解暑拿铁冬天暖和。比起连锁店多了一份用心。,,7,0,1,2026/6/9 3:16,2026/6/9 3:16
341,440,169,341,竹韵餐厅主打牛肉类菜品红烧牛肉和酱牛肉都不错炖得软烂入味。环境清雅有竹林主题的装饰氛围安静舒适。适合约会也适合一个人安安静静吃顿饭。,,0,0,1,2026/5/17 12:14,2026/5/17 12:14
342,1063,43,341,这家店居然开在小区里面？？绕了三圈才找到…进门之后别有洞天。味道倒是不错就是太难找了差一点就放弃了😂,,2,0,1,2026/1/25 10:54,2026/1/25 10:54
343,1523,161,343,份量也太实在了吧～两个人都吃不完打包回去明天还能再吃一顿。关键是好吃的！推荐！,,0,0,1,2026/4/13 12:25,2026/4/13 12:25
344,1755,175,343,我能说什么呢…就是这个味儿！每周不吃一次浑身难受😭💰就当存钱去吃吧反正也不贵,,0,0,1,2026/6/9 9:30,2026/6/9 9:30
345,2241,121,345,不是…这个烤串也太绝了吧！吃完想立刻发朋友圈结果手机没电了😂下次再来～,,1,0,1,2026/4/7 7:22,2026/4/7 7:22
346,2523,135,345,三芊花园咖啡店如其名开在花园旁边环境是最大的卖点。咖啡中规中矩拿铁和美式都有。天气好的时候坐在花园里喝咖啡晒太阳比在室内强太多。,,9,0,1,2026/1/26 19:27,2026/1/26 19:43
347,2745,156,347,遵义虾子羊肉粉冬天来一碗暖和全国😭汤底鲜辣羊肉片薄嫩米粉滑爽弹性十足。加了糊辣椒和酸菜之后味道更上一层楼。一个人也能吃得很丰盛。,,1,0,1,2026/6/6 18:28,2026/6/6 18:28
348,2678,131,347,甜～太甜了！但是停不下来的那种甜！配着茶吃不就不甜了嘛～可能是我心理作用😂,,7,0,1,2026/4/20 6:31,2026/4/20 6:31
349,3120,144,349,导航差点把我导到别人家院子里去…到了才发现入口是在旁边的小巷子里。进去之后觉得～嗯～没白找！,,10,0,1,2026/3/26 12:09,2026/3/26 12:09
350,3378,170,349,等了一个小时！！！但吃到第一口的时候觉得等得值。这爆肚的火候…怎么形容呢…就是刚刚好的那种刚刚好🤤,,1,0,1,2026/5/31 20:14,2026/5/31 20:14
351,3512,145,351,这个炖吊子让我想起小时候我爸带我去的那种老字号。不是所有人都能接受的味道但对我来说就是家乡味😌,,24,1,1,2026/2/16 11:43,2026/2/16 11:43
352,3755,134,351,牛街老爆肚满的爆肚火候太重要了在滚水里涮十几秒就得捞出来。肚领脆弹百叶嫩滑配麻酱是标配。红烧牛肉面也做得不错汤底浓郁面条筋道。,,0,0,1,2026/3/12 3:03,2026/3/12 3:03
353,3870,154,353,老一辈的味道～年轻人可能欣赏不来但我觉得这才是真正的好东西。花椒盐的配比拿捏得死死的👌,,23,0,1,2026/6/7 4:01,2026/6/7 4:01
354,3981,176,353,星巴克大兴星光影视基地店环境宽敞座位多适合来办公或者等人。抹茶星冰乐夏天是爆款清爽不腻。出品稳定就是普通星巴克的水准不惊喜但也不踩雷。,,0,0,1,2026/6/6 7:23,2026/6/6 7:23
355,4035,7,355,缘中圆民俗餐厅主打乡村风味柴锅炖菜是特色炖鸡炖鱼都用大铁锅慢慢炖。院子里种了果树和菜地环境就是农家院的样子。周末开车去郊区玩顺路来吃顿饭很放松。,,40,1,1,2026/3/27 2:31,2026/3/27 2:31
356,4082,110,355,西集三哥烤羊腿在通州那边名气不小一条羊腿三四个人分刚好。外皮烤得焦脆里面的肉嫩汁多用刀一片片片下来蘸孜然辣椒面吃太过瘾了。,,30,1,1,2026/4/21 18:18,2026/4/21 18:18
357,4123,155,357,京晨包子铺的包子皮薄馅大猪肉大葱的最受欢迎。也有粥和馄饨搭配着吃。早上一套包子加炒肝不到十块钱很划算。,,22,0,1,2026/3/27 22:45,2026/3/27 22:45
358,4189,180,357,端上来的时候上面还点着火🔥那个场面太震撼了…拍了个视频发朋友圈被问爆了！至于味道嘛我觉得仪式感占了七十分味道及格就好😂,,0,0,1,2026/3/12 22:14,2026/3/12 22:14
359,4245,171,359,瑞幸咖啡北邮店就在学校附近学生来的多。生椰拿铁是爆款椰味浓郁咖啡顺滑。手机上提前下单到店直接拿走不用等早上上课前顺路来一杯提神。,,0,0,1,2026/4/5 7:27,2026/4/5 7:27
360,4278,76,359,库迪咖啡的店面不大但位置方便。拿铁奶泡打得绵密咖啡口感顺滑，美式酸度刚刚好不会太苦。价格在周边算实惠的，早上顺路买一杯刚刚好。,,4,0,1,2026/2/1 21:38,2026/2/1 22:24
361,1063,120,361,店藏得够深的！！跟着导航绕了两圈才找到——结果到了发现里面坐满了人？？好家伙大家都是怎么找到的😂😂,,2,0,1,2026/5/1 8:24,2026/5/1 8:24
362,440,149,361,服务员小哥上菜的时候说了句祝您用餐愉快～就冲这句话我也要给好评！烤鱼也好吃😋微辣是广东人能接受的辣度,,0,0,1,2026/5/4 13:18,2026/5/4 13:18
363,1523,106,363,咦？上次来还是冬天这次春来菜单换了几个菜。试了新上的那个什么鱼～好吃！！是春天的味道🌸,,0,0,1,2026/3/17 10:50,2026/3/17 11:37
364,2834,166,363,门框胡同百年卤煮龙德广场店的卤煮火烧是老汤底每天续新料从不倒。肥肠处理得干净没异味火烧泡得软而不散豆腐吸饱了汤汁。配蒜泥辣椒油再来瓶北冰洋就是老北京完美一餐。,,2,0,1,2026/2/7 18:53,2026/2/7 21:21
365,3256,134,365,门口排了个小队～闻着飘出来的肉香味口水都要流下来了。现烤的馍在火上翻了两下就好了。咬开～肉汁流了一手！值了值了😅,,3,0,1,2026/6/8 9:27,2026/6/8 9:27
366,2908,41,365,NANA蛋包饭的味道不错分量也够价格合理。环境干净整洁服务态度好。周边的居民和上班族经常来吃。是一家性价比不错的店。,,5,0,1,2026/1/26 1:00,2026/1/26 1:56
367,4123,118,367,京晨包子铺的包子皮薄馅足猪肉大葱的一咬汤汁直往外冒。炒肝也做得地道蒜味冲鼻早上来一套包子配炒肝一整天都精神。开了好些年附近街坊都认这一口。,,19,0,1,2026/1/27 12:05,2026/1/28 12:25
368,185,163,367,零点餐厅主打寿司和日料食材新鲜摆盘精致。三文鱼刺身厚切口感丰腴寿司饭的醋和糖比例调得好。环境安静是那种一个人来吃也不会尴尬的小店。,,0,0,1,2026/2/25 21:21,2026/2/25 21:21
369,536,154,369,胡同印记咖啡藏在胡同深处安静舒服，手冲豆子新鲜酸度明亮。店里放的轻音乐让人放松，适合一个人来坐一下午看书发呆。,,3,0,1,2026/3/3 0:19,2026/3/3 0:19
370,895,165,369,COSTA COFFEE天润财富中心店下午茶套餐不错配一块蛋糕刚好。咖啡出品比星巴克浓郁一些环境也更安静。写字楼底下位置方便约客户来谈事也合适。,,3,0,1,2026/3/3 19:12,2026/3/3 19:12
371,1234,136,371,山西特色面食虽是小店但面的品质一点不马虎。面是现拉现削的入口就知道是手工做的。浇头有几种选择换着吃不容易腻。,,0,0,1,2026/3/30 11:43,2026/3/30 11:43
372,1755,6,371,性价比👍人均不贵份量又足！！点了三个菜根本吃不完～打包了两个盒子回去明天中午饭有着落了😎,,0,0,1,2026/5/21 5:43,2026/5/21 5:43
373,6,141,373,嚯！这羊肉串！十块一串…贵是贵但肉是真的好。门口排队的队伍拐了两个弯😂😂建议工作日去,,0,0,1,2026/3/27 0:40,2026/3/27 0:40
374,1023,164,373,刘宅食府藏在美术馆东街的胡同里不太好找。茄子肉卷是招牌茄子裹着肉馅炸过再浇汁外酥里嫩。环境是老北京四合院改的院子里有棵石榴树。服务员穿着中式衣服有老北京的讲究。适合带外地朋友体验老北京味道。,,3,0,1,2026/1/23 2:39,2026/1/23 2:44
375,228,8,375,杏林山庄餐厅的味道不错分量也够价格合理。环境干净整洁服务态度好。周边的居民和上班族经常来吃。是一家性价比不错的店。,,0,0,1,2026/3/2 11:07,2026/3/2 11:07
376,521,175,375,灶台鱼就是东北的铁锅炖鱼现场支起大铁锅烧柴火炖。鱼肉鲜嫩刺少豆腐粉条白菜一起咕嘟咕嘟煮着。锅边贴一圈玉米饼子底壳焦脆蘸鱼汤吃最香。,,0,0,1,2026/6/8 8:18,2026/6/8 8:18
377,1129,155,377,老北京炸酱面的酱是阿姨自己炸的肉丁大颗酱香浓郁。每桌上的面码有八九种自己往里加，面条筋道分量足一碗管饱。交道口这边逛累了来一碗刚好。,,2,0,1,2026/3/12 9:24,2026/3/12 9:24
378,1498,149,377,南来顺饭庄的味道不错分量也够价格合理。环境干净整洁服务态度好。周边的居民和上班族经常来吃。是一家性价比不错的店。,,0,0,1,2026/4/6 18:46,2026/4/6 18:46
379,594,169,379,丰泽园的葱烧海参是国宴菜葱油爆香之后整根海参在酱汁里收汁到浓稠。这道菜需要提前预定因为限量。,,2,0,1,2026/3/21 10:21,2026/3/21 10:21
380,1945,154,379,山居岁月咖啡简餐在凤凰岭附近爬山累了来歇脚正好。咖啡和简餐都有价格公道环境舒服。坐在窗边能看到山景春天山花烂漫的时候最美。,,0,0,1,2026/3/22 11:12,2026/3/22 11:12
381,2210,37,381,心连心饺子馆延庆店手工包的饺子馅料新鲜皮薄馅大。猪肉白菜和韭菜鸡蛋都好吃蘸着醋和辣椒油更香。来延庆玩的路上经过吃一顿饺子方便又实在。,,0,0,1,2026/5/21 20:21,2026/5/21 20:21
382,2540,21,381,胶东刘妈妈肉汁饺子798店主打胶东风味饺子肉汁是特色。饺子咬开里面满满汤汁要先吹凉了再喝汤。三鲜馅最好吃虾仁韭菜鸡蛋搭配经典。,,6,0,1,2026/2/28 2:41,2026/2/28 2:41
383,168,167,383,砂锅居的白肉蘸着韭菜花吃是满族的老传统。砂锅炖出来的肉软烂不腻汤清味鲜。,,0,0,1,2026/2/15 23:46,2026/2/15 23:46
384,3056,170,383,重山钵钵朝阳剧场店主打双人餐分量两个人刚好。钵钵鸡的芝麻红油很香各种串串在汤里泡得入味。环境有市井气息适合朋友小聚边吃边聊。,,5,0,1,2026/2/5 14:27,2026/2/5 15:00
385,3290,128,385,星巴克咖啡藏在街角不算显眼但来过的都会再来。咖啡品质不输那些贵价店但价格只有一半。店里放的轻音乐让人放松。,,2,0,1,2026/3/4 5:12,2026/3/4 5:12
386,3540,140,385,庆丰包子铺明日商厦店的梅干菜包子是每次必点的皮软馅香。炒肝也做得好蒜味足配包子一起吃是标配。连锁店品质稳定不用怕踩雷价格也公道。,,0,0,1,2026/2/13 3:46,2026/2/13 3:46
387,3789,28,387,和众大油条炸老虎北京总店的大油条是招牌炸得金黄酥脆咬下去咔嚓响。炸老虎是面饼里灌鸡蛋油炸的又酥又香配上豆浆就是北京孩子最爱的童年早餐。,,0,0,1,2026/5/2 23:41,2026/5/2 23:41
388,3965,166,387,隆和居美食城正义路店位置在市中心干锅千页豆腐做得入味。环境雅致包间多请客办事都合适。烤鸭也不错价格公道菜量给得足服务也周到。,,2,0,1,2026/3/18 12:05,2026/3/18 12:05
389,4150,176,389,隆和居美食城正义路店是干锅千页豆腐做得最好的店之一豆腐外焦里嫩辣度刚好。烤鸭也不错包间安静私密请客办事都选这里。开了好些年菜品一直很稳定。,,3,0,1,2026/2/7 14:38,2026/2/8 5:45
390,865,101,389,研磨时光龙潭店是下午茶的好去处环境安静舒适。甜点和饮品选择多颜值也在线。约朋友来喝杯茶聊聊天或者一个人翻本书都可以消磨一个下午。,,3,0,1,2026/5/9 9:31,2026/5/9 9:31
391,315,125,391,院子里的山楂树结满了红果秋天来正好。菜的口味偏家常没有踩雷的也没有特别惊艳的。就是吃个环境。,,3,0,1,2026/4/28 23:51,2026/4/28 23:51
392,1212,148,391,渔蓝海鲜火锅在首都宾馆里面海鲜新鲜是招牌。双人餐搭配合理两个人刚好不浪费。涮完海鲜的锅底变成了鲜汤下点面条进去是最佳收尾。,,1,0,1,2026/3/21 7:18,2026/3/21 7:18
393,1850,123,393,胡同里面的宝藏麻辣烫汤底不是那种味精水是真正熬出来的。自选菜种类多麻酱辣椒自己加。一个人坐在小院子里吃到撑。,,0,0,1,2026/3/29 7:28,2026/3/29 7:28
394,2378,127,393,福瑞羊蝎子农家菜的农家菜做得地道柴锅炖出来的东西比城市里的香太多。炖鸡炖鱼都好吃蔬菜是自家种的。周末开车去郊区玩顺路吃一顿很惬意。,,0,0,1,2026/2/5 19:00,2026/2/5 19:00
395,3089,79,395,去的时候下着雨店里就我一个人。老板关了音乐跟我聊了半小时的天。后来回忆这一天的时候觉得那个下午特别安静特别舒服。,,1,0,1,2026/5/12 3:05,2026/5/12 3:05
396,547,158,395,程府宴南长街四合院店吃的就是环境和文化。四合院私密安静菜品精致按位上每道菜都有故事。价格不菲但适合有特殊纪念意义的日子。,,0,0,1,2026/5/29 12:32,2026/5/29 12:32
397,659,144,397,京东程记肉饼店幸福北里店的肉饼皮薄馅大一咬满嘴汁水。猪肉大葱最经典小米粥免费配着吃解腻。开了很多年的老店主顾都是附近居民。,,3,0,1,2026/2/5 6:16,2026/2/5 6:16
398,743,127,397,Tims天好咖啡财富金融中心店在写字楼底下早高峰人最多。柠檬气泡饮夏天特别解暑配个贝果就是快速早餐。出杯快环境也干净上班族的好选择。,,8,0,1,2026/1/4 2:13,2026/1/4 2:14
399,892,178,399,松鹤楼台基厂的松鼠桂鱼造型和味道都在线酸甜汁挂得刚好鱼炸得酥而不硬。蟹粉豆腐入口滑嫩蟹鲜浓郁。环境沉稳大气家庭聚餐或者请长辈来这里很合适。,,3,0,1,2026/3/10 13:57,2026/3/10 13:57
400,978,150,399,御鼎涮羊主打火锅涮肉羊肉新鲜切得薄厚适中。清汤锅底涮出来肉是甜的麻酱自己调配比别家好吃。冬天来一锅热气腾腾的涮羊肉暖和又满足。,,2,0,1,2026/2/22 1:14,2026/2/22 1:14
401,1156,148,401,爆肚张的肚仁是招牌一份肚仁用好几只羊的肚才能凑够。火候是关键涮十几秒就捞出脆弹爽口蘸麻酱吃是灵魂。老字号的手艺不是一两天能学会的。,,0,0,1,2026/2/21 22:22,2026/2/21 22:22
402,1326,175,401,冰冰酱鼓楼西大街店主打中餐和甜品冰品种类多。夏天逛鼓楼又热又渴来一份刨冰或者冰沙瞬间降温。店面不大但位置好鼓楼附近歇脚的好地方。,,0,0,1,2026/5/13 22:16,2026/5/13 22:16
403,1440,156,403,礼士咖啡在礼士书房里面环境安静书卷气浓。咖啡品质不错拿铁和美式出品稳定。适合一个人来看书或者约人谈事安静不嘈杂。,,0,0,1,2026/5/16 14:29,2026/5/16 14:29
404,1786,83,403,味道香山烤鸭店的烤鸭做得不错皮酥肉嫩不油腻。面饼手工擀的薄而有韧性裹着鸭肉和面酱吃着很满足。价格在同类里算实惠的，家庭聚餐来这里合适。,,0,0,1,2026/2/20 6:12,2026/2/20 9:09
405,1934,17,405,里头艺术餐厅主打中餐菜品走融合创新路线环境有艺术氛围。每道菜摆盘都像一幅画味道也匹配得上颜值。适合约会也适合朋友小聚吃个有仪式感的晚餐。,,0,0,1,2026/4/19 7:52,2026/4/19 7:52
406,2112,128,405,食在我家灶台鱼双榆树店就是东北铁锅炖鱼的风格大鱼现杀现炖。鱼肉嫩刺少豆腐白菜粉条一起咕嘟越炖越入味。锅边贴的玉米饼子底壳焦脆蘸鱼汤吃最香。,,0,0,1,2026/4/11 18:20,2026/4/11 18:20
407,2248,96,407,丁家小院主打中餐家常菜风格菜式实在不花哨。红烧排骨和干炸丸子都不错量也够大。环境就是小院子的感觉安静舒服夏天在院里吃饭特别惬意。,,0,0,1,2026/2/8 19:24,2026/2/8 19:33
408,168,168,407,砂锅居的砂锅白肉是满族的传统菜。白肉切薄片蘸着韭菜花和酱豆腐吃配着酸菜粉丝解腻。汤清得像白开水但喝着鲜得掉眉毛。,,0,0,1,2026/4/19 15:00,2026/4/19 15:00
409,630,135,409,都一处的烧卖皮薄得像纸馅料鲜嫩多汁。一口咬下去里面的汤汁能烫到上颚。所以正确的吃法是先咬个小口吹气再吃。,,3,0,1,2026/4/30 9:29,2026/4/30 9:29
410,2723,121,409,麦多和馅饼环美酒店店主打馅饼和酸辣粉。馅饼外皮酥脆里面的馅料实在猪肉大葱和牛肉的都好吃。酸辣粉的酸辣度刚好够味又不会太刺激。,,0,0,1,2026/4/4 15:15,2026/4/4 15:15
411,2894,176,411,STAR SHIP coffee主打精品咖啡手冲和意式都有豆子是自己烘的。店里的装修像太空船一样很有特色拍照出片。咖啡品质不输大牌但价格更亲民。,,4,0,1,2026/4/21 20:15,2026/4/21 20:15
412,3048,168,411,锈是一家很有格调的咖啡厅工业风装修空间宽敞。咖啡和甜点都不错适合来拍照打卡。晚上灯光暗下来之后氛围特别好适合约会。,,6,0,1,2026/4/11 7:05,2026/4/11 7:05
413,3190,46,413,水产公社海鲜市集火锅亚运村店的海鲜是从池里现捞的活虾活蟹自己选。蒜茸粉丝蒸扇贝是招牌蒜香浓郁扇贝鲜甜。火锅和蒸海鲜两吃很过瘾。,,1,0,1,2026/4/2 11:02,2026/4/2 11:02
414,3371,147,413,天和饭庄东风街店主打家常中餐菜式丰富价格公道。红烧排骨和鱼香肉丝是点得最多的菜。环境干净整洁附近居民不想做饭的时候就来这解决一顿。,,0,0,1,2026/4/20 2:40,2026/4/20 2:40
415,3520,170,415,逆旅餐饮主打中餐融合菜菜单不长但每道都做得用心。环境走简约风干净舒服。适合不想纠结吃什么的时候来随便点点也不会踩雷。,,22,0,1,2026/6/5 22:20,2026/6/5 22:20
416,3695,46,415,宫廷香酥牛肉饼万源路店主打现烙的牛肉饼皮酥馅大一口下去满嘴肉香。凉皮也是招牌滑爽筋道麻酱和辣椒油自己加。路过买一个边走边吃方便又解馋。,,3,0,1,2026/4/1 0:05,2026/4/1 0:05
417,3855,65,417,炭锅菜民俗风味餐厅的农家菜做得地道柴锅炖出来的东西比城市里的香太多。炖鸡炖鱼都好吃蔬菜是自家种的。周末开车去郊区玩顺路吃一顿很惬意。,,0,0,1,2026/4/12 12:53,2026/4/12 12:53
418,177,112,417,烤肉刘的炙子烤肉是北京夜宵文化的一部分。五花肉在炙子上跳舞滋滋冒油蘸着椒盐和辣椒面配一瓶冰啤酒这才是北京夏天的味道。,,0,0,1,2026/6/4 3:21,2026/6/4 3:21
419,4162,160,419,杨国福麻辣烫百尚生活广场店自选菜品称重计价价格透明。骨汤锅底鲜香微辣宽粉是每碗的标配Q弹滑爽。菜品新鲜种类多一个人二三十块就能吃得很好。,,4,0,1,2026/2/14 21:07,2026/2/14 21:07
420,4201,118,419,瑞幸咖啡的店面不大但位置方便。咖啡出品稳定拿铁奶泡绵密美式酸度适中。价格在周边算是正常水平。早上来一杯提神效果不错，适合上班前或午休时顺手买一杯。,,0,0,1,2026/5/14 8:05,2026/5/14 8:05
421,463,166,421,望川酒肆主打中餐和酒水搭配菜品偏川味下酒菜做得不错。晚上来喝两杯配几个小菜气氛轻松自在。环境有四川元素适合朋友小聚聊天。,,0,0,1,2026/3/28 7:41,2026/3/28 7:41
422,1177,12,421,福满满门钉肉饼鼓楼店主打门钉肉饼个大饱满。外皮煎得金黄焦脆咬一小口里面的汤汁就涌出来。牛肉大葱馅汁水丰富一定要小心烫嘴。鼓楼这边逛完来吃两个肉饼解饿又解馋。,,0,0,1,2026/5/29 14:11,2026/5/29 14:11
423,694,158,423,锦州烧烤通州九棵树店主打锦州风味的烧烤炭火现烤烟熏味足。羊肉串肥瘦相间鸡爪先卤后烤软糯脱骨。晚上人最多门口支起小桌子吃串喝啤酒很有烟火气。,,9,0,1,2026/6/4 10:20,2026/6/4 10:20
424,816,164,423,凤起龙游老面包子环球金融中心店的包子是发面老面做的松软有嚼劲。卤鸡腿也是招牌卤得入味肉嫩不柴。写字楼底商的快捷选择午饭排队人多建议早点去。,,9,0,1,2026/3/25 19:05,2026/3/25 19:05
425,937,160,425,华侨大厦睿世酒店嘉禾环境在五星级酒店里米粉做得好汤底鲜配料足。正餐时段的粤菜出品精致服务也到位。价格不低但偶尔犒劳自己一顿完全值得。,,1,0,1,2026/2/27 17:02,2026/2/27 17:02
426,3256,160,425,百乐汇厨房世贸天阶店在商场里位置方便。菜品选择多中西式都有价位也分几个档。炒菜做得不错锅气足牛排煎得火候也到位。环境宽敞干净适合朋友聚餐。周末人多要等位建议提前去。,,1,0,1,2026/2/25 5:41,2026/2/25 5:41
427,2273,158,427,庭院果木香农家菜在昌平那边主打果木烤制的农家风味。柴锅炖鸡是特色鸡肉炖得烂乎汤底浓郁金黄。自家种的蔬菜炒出来比超市买的有味道。环境是一个大院子天暖和了坐在外面吃很舒服。周末开车去郊游特别适合。,,0,0,1,2026/2/28 11:30,2026/2/28 11:30
428,1268,42,427,太极精品菜三元桥店主打精致中餐阿胶酱猪手是特色软糯入味胶原蛋白丰富。环境雅致适合商务宴请和家庭聚餐菜品摆盘讲究服务也上档次。,,2,0,1,2026/2/18 11:32,2026/2/18 11:37
429,595,8,429,三样菜的干烧黄鱼是招牌菜。整条黄鱼在酱汁里收汁到入味鱼肉一瓣一瓣的筷子一挑就散。酱汁拌饭可以吃掉两碗。,,1,0,1,2026/2/15 3:23,2026/2/15 4:05
430,1534,179,429,渝八两重庆鸡公煲富卓大厦店的鸡公煲分量足鸡肉嫩入味。小酥肉也是招牌外酥里嫩蘸辣椒面吃很香。一人一煲的吃法很过瘾配米饭能吃两大碗。,,0,0,1,2026/4/9 17:34,2026/4/9 17:34
431,1667,107,431,华天二友居肉饼佟麟阁店是华天旗下的老字号包子皮薄馅大。猪肉大葱最经典一咬汤汁四溢炒肝也做得地道。早上六点开门附近的居民赶早来吃第一笼。,,0,0,1,2026/5/12 13:43,2026/5/12 13:43
432,2350,110,431,巧媳妇·手工水饺风味1北京蒙情餐饮店的饺子手工包的天天现做皮薄馅大。猪肉大葱和韭菜鸡蛋最受欢迎汁水丰富。蘸着醋和辣椒油吃特别香。价格实惠一份够一个人吃饱。,,0,0,1,2026/4/5 8:11,2026/4/5 8:11
433,2780,171,433,小吊梨汤双井店的梨汤是招牌用铜壶吊着慢慢熬汤色金黄透亮梨香浓郁。京菜和烤鸭也做得不错价格实惠环境有老北京味道。双人餐搭配合理两个人吃刚好。,,6,0,1,2026/4/9 6:39,2026/4/9 6:39
434,2991,153,433,爆脾气生炸鸡架的鸡做得不错外酥里嫩味道刚刚好。配着啤酒或者饮料吃特别解馋。价格不贵适合几个人一起点几份分着吃。下班了和同事来坐坐也不错。,,7,0,1,2026/6/5 14:42,2026/6/5 14:42
435,1645,135,435,川湘家常菜西单店位置好就在大六部口街。川菜和湘菜都做小炒肉和剁椒鱼头是招牌。辣得够味但不会辣到受不了。菜量给得大价格在西单这个位置算实惠了。晚上九点以后还有人来吃说明回头客多。,,0,0,1,2026/1/10 23:25,2026/1/11 1:22
436,3478,84,435,君庭中餐厅首都宾馆店主打牛肉类菜品红烧牛肉炖得烂乎入味。环境安静大气包间多请客吃饭很合适。服务专业周到菜品的品质一直很稳定。,,2,0,1,2026/3/7 4:03,2026/3/7 4:03
437,3612,117,437,老北京卤煮主打的就是地道卤煮火烧老汤底浓郁鲜香。肥肠洗得干净豆腐吸饱汤汁火烧泡得外软内韧。配蒜泥辣椒油和一瓶北冰洋就是老北京的完美一餐。,,0,0,1,2026/5/4 4:23,2026/5/4 4:23
438,3805,85,437,固始农家菜中门寺街店主打信阳固始风味的农家菜。炖鸡和焖罐肉是特色做法地道分量给得足。环境就是农家小院的样子质朴实在价格也公道。,,0,0,1,2026/6/6 14:52,2026/6/6 14:52
439,4090,146,439,就想见面主打中式面食面条筋道浇头选择多。环境干净简洁出餐快一个人来吃碗面很方便。价格实惠附近居民和上班族都爱来。,,13,0,1,2026/4/3 1:04,2026/4/3 1:04
440,4137,119,439,山西面馆胡家垡路店主打山西风味面食刀削面和饸饹面是招牌。面条筋道弹牙浇头有西红柿鸡蛋和肉臊子两种。量给得大价格实惠一个人一碗面就能吃饱。,,6,0,1,2026/1/14 4:15,2026/1/14 4:37
441,4209,138,441,中央民族大学学生食堂的菜品种类多价格对学生友好。打饭阿姨不手抖菜量给得足。红烧肉和宫保鸡丁是最受欢迎的菜式。虽然是大锅菜但味道在大学食堂里算很不错的了。,,0,0,1,2026/2/28 13:21,2026/2/28 13:21
442,4258,151,441,北京理工大学中关村校区第八食堂的菜品种类多价格对学生友好。打饭阿姨不手抖菜量给得足。红烧肉和宫保鸡丁是最受欢迎的菜式。虽然是大锅菜但味道在大学食堂里算很不错的了。,,0,0,1,2026/5/11 8:37,2026/5/11 8:37
443,4280,113,443,小滇娘·山野云南菜Bistro的味道不错分量也够价格合理。环境干净整洁服务态度好。周边的居民和上班族经常来吃。是一家性价比不错的店。,,7,0,1,2026/5/29 16:04,2026/5/29 16:04
444,197,172,443,老门框卤煮火烧是老北京的味道。没什么花里胡哨的装修就是真材实料一碗卤煮火烧。配着蒜泥和辣椒油吃才是正确吃法。,,0,0,1,2026/5/23 9:26,2026/5/23 9:26
445,509,150,445,家宴主打小酥肉和家常菜菜量给得大价格实惠。小酥肉炸得外焦里嫩蘸椒盐吃特别香。环境就是普通饭馆的样子但味道家常吃得舒服。,,0,0,1,2026/1/8 17:16,2026/1/8 17:21
446,623,151,445,紫光园西三旗店主打烤鸭和京菜烤鸭皮酥肉嫩价格实惠。其他京菜也做得地道干炸丸子和焦溜肉片都是老味道。住在西三旗这边聚餐请客常选的地方。,,0,0,1,2026/2/25 12:40,2026/2/25 12:40
447,768,19,447,粗粮人家东四十条店主打粗粮和家常菜双人餐搭配实惠。贴饼子炖菜和窝窝头每样都是地道的农家味道。菜量大价格亲民想吃点健康粗粮来这里不错。,,3,0,1,2026/2/26 10:31,2026/2/26 10:31
448,831,154,447,渝信川菜的辣味够正小炒肉和剁椒鱼头都是招牌。菜量给得大价格也很公道。米饭免费续吃饱为止。爱吃辣的人来这里不会失望。,,7,0,1,2026/4/12 14:02,2026/4/12 14:02
449,946,132,449,南门铜锅涮肉前门总店用的是正宗炭火铜锅涮出来的羊肉是甜的。嫩滑牛肉涮几秒就能吃麻酱自己调配比别家好吃。前门这边涮肉的选择多但这家炭火铜锅最地道。,,1,0,1,2026/1/28 21:08,2026/1/28 21:15
450,1088,170,449,新月斋的味道不错分量给得足价格也公道。环境干净整洁服务态度好。周边的居民和上班族经常来吃，是附近性价比不错的选择。,,2,0,1,2026/5/16 3:34,2026/5/16 3:34
451,1224,138,451,老边饺子馆和平门店饺子是招牌各种馅都有蒸饺水饺煎饺齐全。猪肉大葱最受欢迎皮薄馅大一咬汁水四溢。价格实惠开了这么多年有它的道理。,,0,0,1,2026/3/15 15:48,2026/3/15 15:48
452,168,173,451,砂锅居的砂锅豆腐白菜看似平平无奇的菜但汤底是吊出来的高汤。豆腐嫩滑白菜炖得软烂一锅白汤鲜得让人连锅端。,,1,0,1,2026/5/14 4:31,2026/5/14 4:31
453,1456,120,453,灯堂咖啡大吉巷店是个安静的社区咖啡馆。拿铁和美式都不错环境舒适适合一个人来坐坐。平时人不多周末下午会比较热闹周边的居民来得多。,,0,0,1,2026/6/1 2:02,2026/6/1 2:02
454,1590,5,453,紫光园北京总店是老牌京菜馆子烤鸭和双人餐都很实惠。干炸丸子和焦溜肉片是做了一辈子的老味道。价格公道附近居民家庭聚餐的首选之一。,,0,0,1,2026/3/15 7:18,2026/3/15 7:18
455,1715,58,455,渔米知湘·湘菜的辣味够正小炒肉切得薄大火爆炒锅气十足。剁椒鱼头也是招牌鱼肉嫩剁椒够味。米饭免费续吃饱为止爱吃辣的人来这不会失望。,,1,0,1,2026/3/31 1:55,2026/3/31 1:55
