name,detail_url,desc,address,tags,image
砖塔胡同,https://s.visitbeijing.com.cn/attraction/120316,砖塔胡同因胡同东口（通西四南大街）的砖塔而得名。是北京市历史最悠久的胡同之一，也是目前北京遭到破坏较少，风貌保存较好的胡同之一（它非常的古老），元朝就有了。,北京市西城区西四砖塔胡同,遗产古迹 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0417/20170417061300730.jpg
民族文化宫博物馆,https://s.visitbeijing.com.cn/attraction/120314,"北京民族文化宫地处北京西长安街北侧，东临西单繁华商业区，北靠北京金融街，是新中国成立十周年首都十大建筑之一。曾被英国出版的《世界建筑史》列为新中国一宫，1999年被国际建筑师协会第二届大会选为""当代中国建筑艺术精品之一""。",北京市西城区复兴门内大街49号,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0417/20170417043807125.jpg
北京国际展览中心,https://s.visitbeijing.com.cn/attraction/120310,"北京国际展览中心隶属于中国国际贸易促进委员会北京市分会(中国国际商会北京商会)(简称""北京市贸促会"")，原机构名称为北京市贸促会展览部。为便于开展对外交流，1985年起在保留北京市贸促会展览部名称和职能的基础上，对外称为北京国际展览中心。",北京市西城区月坛北街26号恒华国际商务中心6层601,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0417/20170417035923987.jpg
北京地质礼堂,https://s.visitbeijing.com.cn/attraction/120299,北京地质礼堂，位于北京市西城区，总建筑面积为5000平方米，是一座多功能、综合性的文化娱乐场所。礼堂观众坐席达1280位，平均每天放映场次为24场以上。,北京市西城区西四羊肉胡同三十号,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0413/20170413082206320.jpg
星夜相声会馆,https://s.visitbeijing.com.cn/attraction/120282,北京“星夜相声会馆”成立于2010年10月，是一个专业的相声艺术团体。会馆以“发展中国传统艺术、发扬中国曲艺文化”为主旨，以“继承传统精髓、弘扬传统经典”为原则，其运营的理念和艺术造诣深受业界和大众的认可与肯定。由李菁领衔主演并率领：崔琦、王文林、康松广、靳佩良、王玥波、徐德亮、应宁、王磊、郭天翼、张天雷、张硕、郭阳、郭亮、刘星等老中青实力派相声演员。,车公庄大街21号新大都饭店(近首创国际会议中心),休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0413/20170413073505460.jpg
中国国家话剧院小剧场,https://s.visitbeijing.com.cn/attraction/120277,国话小剧场(中国国家话剧院小剧场)是中国国家话剧院直属剧场。,地安门外大街帽儿胡同甲45号(近锣鼓巷),休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0413/20170413071942388.jpg
北京梅兰芳大剧院,https://s.visitbeijing.com.cn/attraction/120266,北京梅兰芳大剧院 坐落在北京西城官园桥东南角的黄金地段，这是一座以中国京剧艺术大师梅兰芳先生命名，集传统与现代艺术完美结合的现代化表演场所。大剧院隶属于中国国家京剧院，面积13000余平米，地上五层，地下两层，有观众席位980座，具有演出、展览、会议、声像录制等多种功能，也是品味高雅、陶冶情趣、聚会社交的首选之地。,北京市西城区平安里西大街32号,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0413/20170413071359276.jpg
旧鼓楼社区公益小剧场,https://s.visitbeijing.com.cn/attraction/120241,推广宣传社区文化活动理念，旧鼓楼社区公益小剧场为更多民间独立艺术创造者提供展示平台，促进中国民间独立艺术者更好的完善、精进和创造作品。,北京西城区旧鼓楼大街145号,休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0413/20170413070605788.jpg
民族文化宫大剧院,https://s.visitbeijing.com.cn/attraction/120232,民族文化宫大剧院地处北京西长安街北侧，东临西单繁华商业区，北靠北京金融街，是新中国成立十周年首都十大建筑之一，曾被英国出版的《世界建筑史》列为新中国一宫。,北京市西城区复兴门内大街49号,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0413/20170413065022856.jpg
西区小剧场,https://s.visitbeijing.com.cn/attraction/120231,北京西区剧场位于二环里熙熙攘攘的旅游景区，是一个多元艺术的开放空间，曾在2014、2015年蝉联 “全国音乐剧小型场馆最具活力排行榜前三甲”。,北京市西城区护国寺街85号护国新天地4层,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0413/20170413061637406.jpg
中国国家话剧院,https://s.visitbeijing.com.cn/attraction/120229,中国国家话剧院(NTCC)，位于北京市西城区广安门外大街277号，是中华人民共和国的国家表演最高级艺术团体，是由两个久负盛名的原国家剧院(中国青年艺术剧院和中央实验话剧院)于2001年12月25日合并组建的国家话剧艺术演出团体。,北京市西城区广安门外大街277号,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0413/20170413055056557.jpg
鼓楼西剧场,https://s.visitbeijing.com.cn/attraction/120219,鼓楼西剧场因坐落于北京文艺气息浓重的鼓楼地区而得名。,北京市西城区小八道湾6号(中华全国总工会文工团内),休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0412/20170412072209933.jpg
繁星戏剧村,https://s.visitbeijing.com.cn/attraction/120216,繁星戏剧村传递人文关怀，繁星剧场引领艺术生活。——樊星（繁星戏剧村董事长）,北京市西城区宣武门内大街抄手胡同64号,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0412/20170412063530345.jpg
广茗阁茶楼,https://s.visitbeijing.com.cn/attraction/120212,2004年深秋，恰逢太平盛事、国安民乐。京城有喜好传统老北京民俗民间艺术者数人，以什刹海旅游资源为经营依托，以宏扬老北京传统民间文化为目的，自筹资金经社会各界帮助，于什刹海北，鼓楼西大街61号院内兴建京味茶馆取名：“广茗阁”。,北京市西城区鼓楼西大街61号(近旧鼓楼大街),休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0413/20170413083253853.jpg
张一元天桥茶馆,https://s.visitbeijing.com.cn/attraction/120209,张一元天桥茶馆坐落于老北京新世界游乐园原址、现东方饭店对面（现西城区万明路18号），地理位置优越，交通便利。整体风格为仿古建筑，占地面积约500平方米，可容纳200余人。内部装潢古香古色，颇具传统文化气息。,老北京新世界游乐园原址、现东方饭店对面（现西城区万明路18号）,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0412/20170412044827526.jpg
三庆园剧场,https://s.visitbeijing.com.cn/attraction/120201,"北京三庆园，又名“三庆戏院”，位于前门外大栅栏街18号，据1842年版《梦华琐簿》记述“今日三庆园,乾隆年间宴乐居也。”四大徽班之一的三庆班将此作为首选的主要场所，（1796）更名为三庆园。 距今已有220年历史。",北京西城区大栅栏街18号,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0412/20170412031921539.jpg
广德楼戏园,https://s.visitbeijing.com.cn/attraction/120200,“广德楼戏园”坐落在“中华第一街”——前门大栅栏西口。京城最著名、最古老的戏园老字号“广德楼戏园”，拥有200多个软椅，楼上楼下共有10个豪华包厢，场馆设施高雅气派。它大约兴建于清代（清嘉庆元年），是北京现存最古老的戏园之一。,北京市西城区前门大栅栏大街39号,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0412/20170412021309562.jpg
北京德云社剧场,https://s.visitbeijing.com.cn/attraction/120198,德云社是中国北京的一个相声社团，全称北京德云社文化传播有限公司，成立于1995年，曾经名为北京相声大会。,北京市宣武区北纬路甲1号（北纬路东口、天桥剧场斜对面）,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0412/20170412011600674.jpg
长椿苑,https://s.visitbeijing.com.cn/attraction/119978,长椿苑公园位于北京市宣武区广安门内大街以北，占地面积1.4公顷。用地北部为明代古刹—长椿寺，是北京市重点文物保护单位。,长椿街,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2016/1206/20161206095942936.jpg
西便门城墙遗址公园,https://s.visitbeijing.com.cn/attraction/119977,西便门城墙遗址公园位于北京市西城区西便门桥区的三角地，是围绕明北京城城墙遗存而设立的公园，为西城区的区属公园。,西城区西便门桥区,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2016/1205/20161205015809600.jpg
翠芳园,https://s.visitbeijing.com.cn/attraction/119976,翠芳园位于宣武门西大街南侧，为开放式公园，为附近居民提供了景色优美、环境舒适的健身、休闲场所。,沿二环路到西二环天宁寺桥东南方向,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2016/1205/20161205120331875.jpg
顺成公园,https://s.visitbeijing.com.cn/attraction/119975,绿地以金融为主题，采用现代的设计手法，广场与绿地相结合，以中心广场为景观高潮，利用喷泉、雕塑、坐凳、灯饰及小型水景反映金融的历史，畅想未来金融的发展方向。,西二环东侧百盛大厦至官园桥,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2016/1205/20161205112701274.jpg
白云公园,https://s.visitbeijing.com.cn/attraction/119974,白云公园依永定河引水渠而建，东起西便门闸口，西至木樨地桥，两岸道路最宽处6米，最窄处仅为4米，原貌交通拥堵,西城区北滨河路到木樨园桥,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2016/1205/20161205110932465.jpg
北京古代建筑博物馆,https://s.visitbeijing.com.cn/attraction/119967,,东经路21号先农坛内,博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2016/1202/20161202105104900.jpg
钓鱼台银杏大道,https://s.visitbeijing.com.cn/attraction/119890,,西城区三里河路钓鱼台国宾馆东墙外,其他,https://r1.visitbeijing.com.cn/vbj-s/2016/1123/20161123035732101.jpg
国家京剧院,https://s.visitbeijing.com.cn/attraction/119792,中国国家京剧院成立于1955年1月，是中华人民共和国文化部直属的国家级剧院。,北京市西城区平安里西大街22号,特色游,https://r1.visitbeijing.com.cn/vbj-s/2016/1027/20161027035501324.jpg
北京关岳庙,https://s.visitbeijing.com.cn/attraction/119789,全国重点文物保护单位，清代寺庙古建筑。位于北京市西城区鼓楼西大街北侧。,北京市西城区鼓楼西大街北侧,特色游,https://r1.visitbeijing.com.cn/vbj-s/2016/1027/20161027024552703.jpg
会城门公园,https://s.visitbeijing.com.cn/attraction/119630,会城门公园位于北蜂窝中路东段尽头约，始建于五六十年代，经过多次改造，现公园有健身广场、科普廊、竹节亭、观水亭、曹振贤广场等景点。公园内绿树成荫，空气清新，为会城门地区居民提供了一个优雅恬适的休闲空间。,北峰窝中路东端尽头（双贝子坟路）,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2016/0918/20160918094336742.jpg
德胜公园,https://s.visitbeijing.com.cn/attraction/119618,德胜公园是西城区在北二环沿线“城中村”改造完成的基础上，新建成的一个公园绿地。,北二环从西直门至旧鼓楼大街南侧一段,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2016/0912/20160912031759905.jpg
杨梅竹斜街,https://s.visitbeijing.com.cn/attraction/119565,杨梅竹斜街长496米，东起煤市街，西到延寿街。明代称“斜街”，因为该街的走向自东北向西南倾斜，故得名。,前门外西南，在大栅栏街西口往西大约半公里处。,遗产古迹 | 休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2016/0901/20160901032150528.jpg
万寿西宫公园,https://s.visitbeijing.com.cn/attraction/119297,万寿公园位于北京市西城区白纸坊东街路北，是北京市第一座老年人公园，也是北京市防灾避险设施最为完善的公园之一。,西城区白纸坊东街甲29号,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2016/0801/20160801051646758.jpg
广福观,https://s.visitbeijing.com.cn/attraction/119043,广福观是位于北京市西城区什刹海附近的烟袋斜街内的一座道教宫观。,北京市西城区烟袋斜街37号,特色游,https://r1.visitbeijing.com.cn/vbj-s/2016/0707/20160707050139601.jpg
万松老人塔,https://s.visitbeijing.com.cn/attraction/119042,万松老人塔的全称为“元万松老人塔”，始建于元代，是北京作为文化古城的早期标志之一，也是北京城区现存唯一一座密檐式砖塔。,北京市西城区西四南大街43号,特色游,https://r1.visitbeijing.com.cn/vbj-s/2016/0707/20160707042740530.jpg
北京展览馆,https://s.visitbeijing.com.cn/attraction/119018,北京展览馆建成于1954年，是毛泽东主席亲笔题字、周恩来总理主持剪彩的新中国第一家专业展览馆。,北京市西城区西直门外大街135号,休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2016/0704/20160704013924341.png
官园公园,https://s.visitbeijing.com.cn/attraction/118416,官园公园开设科普画廊、雕塑和健身园，是人们休闲娱乐的好去处，更是一处普及科技知识的窗口。,北京市西城区后广平胡同36号,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2015/0908/20150908054446724.jpg
玫瑰园,https://s.visitbeijing.com.cn/attraction/118415,以“国槐侧柏兄弟树，月季菊花姐妹花”为主题的街心公园，种植大量国槐、侧柏及月季、菊花等市树市花，习惯上称为“马甸片林”。,北三环马甸桥东北角,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2015/0908/20150908053121173.jpg
梨园剧场,https://s.visitbeijing.com.cn/attraction/118358,京剧本来是一种地方性的戏剧表演形式，传遍大江南北，深受群众欢迎，慢慢演变成了代表中国艺术特色的全国性戏剧。,北京市西城区永安路175号（前门建国饭店一层）,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2015/0820/20150820022144355.jpg
丰宣公园,https://s.visitbeijing.com.cn/attraction/118248,丰宣公园位于宣武区西南二环路夹角处南滨河侧，为小河边的一片绿地，为附近居民的一处活动休闲空间。,菜户营桥东北角,休闲娱乐 | 踏青 | 赏花,https://r1.visitbeijing.com.cn/vbj-s/2013/0503/20130503113124331.jpg
万寿公园,https://s.visitbeijing.com.cn/attraction/118246,万寿公园位于北京市宣武区白纸坊东街路北，是北京市第一座老年人公园，也是北京市防灾避险设施最为完善的公园之一。,西城区白纸坊东街甲29号,休闲娱乐 | 踏青 | 赏花,https://r1.visitbeijing.com.cn/vbj-s/2013/0503/20130503104643215.jpg
南礼士路公园,https://s.visitbeijing.com.cn/attraction/118237,公园新栽植树木及应时花卉，增设景观石，进一步提高其景观效果，使“二环”绿色项链上这颗明珠更加璀璨。,西城区南礼士路58号,休闲娱乐 | 踏青 | 赏花,https://r1.visitbeijing.com.cn/vbj-s/2013/0428/20130428093702459.jpg
北滨河公园,https://s.visitbeijing.com.cn/attraction/118236,景区休闲、绿化为主适当配置群众性健身器材，以方便群众娱乐。,西城区安德路102号,休闲娱乐 | 踏青 | 赏花,https://r1.visitbeijing.com.cn/vbj-s/2013/0427/20130427044658398.jpg
顺城公园,https://s.visitbeijing.com.cn/attraction/118235,顺成公园从南至北主题分别反映了金融的历史、现代、未来。,西城区西二环东侧(复兴门立交桥至管园路口),休闲娱乐 | 踏青 | 赏花,https://r1.visitbeijing.com.cn/vbj-s/2013/0427/20130427025159374.jpg
北京通信电信博物馆,https://s.visitbeijing.com.cn/attraction/118178,丰富的展陈内容，多样的展示手段，为社会各界了解电信事业的发展历程提供了一个形象化的窗口。,骡马市大街9号中国联通北京分公司总部大楼,博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0407/20130407105145692.jpg
北京百年世界老电话博物馆,https://s.visitbeijing.com.cn/attraction/118176,北京百年世界老电话博物馆于2006年投资成立的北京百年世界老电话博物馆是中国唯一的一家电话机专业博物馆。,北京市西城区德外大街乙10号泰富大厦3A室,博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0409/20130409023112303.jpg
北京戏曲博物馆,https://s.visitbeijing.com.cn/attraction/118165,京剧大师谭鑫培、余叔岩、梅兰芳等京剧名家都曾在此舞台演出,北京市西城区虎坊路3号,博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2015/1119/20151119055853316.jpg
慈悲庵,https://s.visitbeijing.com.cn/attraction/118161,历史上这里是文人墨客荟集赋咏之地，曾留下许多传诵一时的诗篇。庵内的陶然亭又是近代革命志士的秘密集合场所。,北京市 西城区太平街19号陶然亭公园内,博物馆 | 特色游 | 踏青,https://r1.visitbeijing.com.cn/vbj-s/2013/0329/20130329104430896.jpg
中国佛教图书文物馆,https://s.visitbeijing.com.cn/attraction/118154,历代佛造像陈列、清代佛龛艺术展、法源寺古代石刻展。,北京市西城区（宣武区）法源寺前街7号,博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0328/20130328093052937.jpg
北京红楼文化艺术博物馆,https://s.visitbeijing.com.cn/attraction/118150,北京红楼文化艺术博物馆是一座具有古典园林外观、红楼文化内涵、博物馆功能的旅游场所，也是集红学、古建、园林、清史、民俗、文博等各方面专家集体智慧的结晶。,北京西城区南菜园街12号大观园公园内,博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0327/20130327012432265.jpg
北京郭守敬纪念馆,https://s.visitbeijing.com.cn/attraction/118149,游人至此，既可漫步于曲折小径之上，尽享园林美景，又可睹物思人，追念这位古代伟大的科学家。,北京市西城区德胜门西大街甲60号汇通祠内,博物馆 | 遗产古迹 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2019/1112/20191112030508926.jpg
中国民族博物馆,https://s.visitbeijing.com.cn/attraction/118126,以全面展示中国民族服饰文化为内容的“多彩中华”项目，被誉为中国民族文化的一支奇葩，在国际社会产生了广泛影响。,北京市西城区北长街20号旁门,博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0322/20130322100327378.jpg
北京空竹博物馆,https://s.visitbeijing.com.cn/attraction/118110,是北京首家以空竹为主题的专题博物馆，包括空竹相关的文字介绍、实物陈列、图片和多媒体展示等内容，传承保护空竹文化、普及空竹知识。,北京市西城区报国寺小星胡同9号,博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0313/20130313040156863.jpg
郭沫若纪念馆,https://s.visitbeijing.com.cn/attraction/118107,全国重点文物保护单位、北京市爱国主义教育基地，是一处具有深刻文化内涵的纪念性旅游景点。,西城区前海西街18号(什刹海西南岸),博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0308/20130308025859973.jpg
中国消防博物馆,https://s.visitbeijing.com.cn/attraction/118100,中国消防博物馆建筑面积为20422.5平方米，展陈面积9500平方米，共四层，由序厅、古代消防厅、近现代消防厅、防火防灾体验馆和临时展厅组成。,北京市西城区广安门南街70号,博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0304/20130304032000757.jpg
中国古动物馆,https://s.visitbeijing.com.cn/attraction/118089,它是一座系统介绍脊椎动物起源和系统发育的国家级博物馆，也是目前亚洲最大的古动物博物馆。,西城区西直门外大街142号(北京动物园向西300米路南；北京天文馆西50米),博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0219/20130219030859130.jpg
厂甸庙会,https://s.visitbeijing.com.cn/attraction/118081,在旧京城的众多庙会中，惟有厂甸的庙会，不以庙为名，每年只在春节才有一次，却是规模最大、京味最浓、最闻名遐迩和脍炙人口的。,北京市西城区太平街19号,特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0116/20130116014239617.jpg
大观园红楼庙会,https://s.visitbeijing.com.cn/attraction/118078,红楼庙会用各种创新的形式，让每一个到这里的游人感受红楼文化的魅力。,北京市西城区南菜园街12号,特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0115/20130115110010591.jpg
北京报国寺,https://s.visitbeijing.com.cn/attraction/118074,报国寺位于北京市西城区报国寺前街1号，处于北京明城墙遗址公园位于市中心地域。,西城区广安门内大街路北(白广路北口),博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0108/20130108044413989.jpg
广济寺,https://s.visitbeijing.com.cn/attraction/118073,"北京市文物保护单位。北京著名的""内八刹""之一。位于北京城内西城区阜成门内大街25号。",西城区阜成门内大街25号广济寺内,特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0108/20130108032307156.jpg
北京醇亲王府,https://s.visitbeijing.com.cn/attraction/118071,醇亲王府位于后海北沿。前身是清初大学士明珠的宅第。,西城区后海北沿44号(近后海北沿西段),遗产古迹 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0108/20130108010010508.jpg
北京鸦儿胡同,https://s.visitbeijing.com.cn/attraction/118070,鸦儿胡同属西城区什刹海街道。东南起小石碑胡同，与烟袋斜街相连；西北至甘露胡同。,北京市西城区,遗产古迹 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0108/20130108022629697.jpg
北京陕西巷,https://s.visitbeijing.com.cn/attraction/118059,陕西巷位于北京市宣武区大栅栏街道社区的南北向胡同。南起珠市口西大街，北至铁树斜街，全长约500米。,北京市宣武区大栅栏街道社区,遗产古迹 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0106/20130106023608242.jpg
校场口胡同,https://s.visitbeijing.com.cn/attraction/118057,校场口胡同位于宣武区西北部。东起宣武门外大街，西至老墙根街。因军队演武、操练得名。,西城区西北部。东起宣武门外大街，西至老墙根街的一条胡同。,遗产古迹 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0106/20130106112900932.jpg
北京鲁迅故居,https://s.visitbeijing.com.cn/attraction/118052,北京市西城区阜成门内宫门口二条19号 ，是鲁迅1924 年至1926年在北京的住所。,西城区阜城门内宫门口二条19号,博物馆 | 遗产古迹 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0105/20130105030051138.jpg
北京市少年宫,https://s.visitbeijing.com.cn/attraction/118051,育人的苗圃，孩子成长的摇篮,西城区景山后街11号（近景山公园）,特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0114/20130114023638269.jpg
广化寺,https://s.visitbeijing.com.cn/attraction/118046,北京广化寺位于北京市西城区什刹海北边，是一座北京著名的大型佛教寺院，也是北京市佛教协会所在地。,西城区后海鸦儿胡同31号,特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0104/20130104052927599.jpg
北京护国寺,https://s.visitbeijing.com.cn/attraction/118044,北京护国寺位于西城西四牌楼之北，护国寺街西口内路北，农历每月逢七、八有庙会。,西城区护国寺大街,遗产古迹 | 休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0104/20130104050358415.jpg
北京辅仁大学,https://s.visitbeijing.com.cn/attraction/118040,辅仁大学简称辅大。旧称：辅仁社、北京公教大学、私立北京辅仁大学、私立北平辅仁大学、国立辅仁大学。,西城区定阜街1号(近松树街),特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0104/20130104025029838.jpg
西直门天主堂,https://s.visitbeijing.com.cn/attraction/118036,西直门天主堂又名圣母圣衣堂，俗称西堂，名列北京四大天主堂之一，位于北京市西城区西直门内大街130号。,北京西城区西直门内大街130号,特色游,https://r1.visitbeijing.com.cn/vbj-s/2013/0104/20130104111300829.jpg
北京市大栅栏商业街区,https://s.visitbeijing.com.cn/attraction/118009,曾经老字号聚集的一条商业街，现已进行了现代化的改造，用全新的面貌迎来八方四海的宾朋。,北京市西城区廊坊二条44号,休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2015/0512/20150512012647289.jpg
文津街,https://s.visitbeijing.com.cn/attraction/117968,绿树成荫的街道，古香古色的建筑，很难想象在北京的市中心，隐藏着这样一个幽静雅致的地方。,西城区府右街(近西安门大街),博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207125827545.jpg
北京古代钱币博物馆,https://s.visitbeijing.com.cn/attraction/117964,除了了解钱币历史，这里还可以购买、交换钱币，请专家鉴定真伪、品相等。,西城区德胜门东大街9号(近德胜门箭楼),博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2015/0508/20150508035555843.jpg
牛街礼拜寺,https://s.visitbeijing.com.cn/attraction/117912,独特的风俗的确别有一番风味。特别是赶上有礼拜活动的时候，里面放着乐曲，感觉很圣洁。,西城区牛街中路88号(近广安门内),特色游,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206022943279.jpg
白云观,https://s.visitbeijing.com.cn/attraction/117904,白云观是了解中国道教文化与传统习俗的重要窗口，每年春节民俗庙会游人如织，以独特的魅力吸引着香客游人。,北京市西城区白云路白云观街9号,特色游,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206111545483.jpg
三圣庵,https://s.visitbeijing.com.cn/attraction/117898,闹市中的一抹清静，颇有心灵涤荡的感觉。这里有一棵姻缘树，很多人到这里都是来求姻缘的。,西城区陶然亭北里黑窑厂街14号,特色游,https://r1.visitbeijing.com.cn/vbj-s/2012/1205/20121205100827401.jpg
徐悲鸿纪念馆,https://s.visitbeijing.com.cn/attraction/117897,这里主要展览徐悲鸿先生的油画、国画、素描以及书法等真迹，绝对是感受艺术、缅怀大师的好去处。,北京市西城区新街口北大街53号,博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2012/1205/20121205095829717.jpg
清真女寺,https://s.visitbeijing.com.cn/attraction/117896,一种特有的宗教建筑，这里要求做到男女隔绝，是专为女性提供礼拜的场所。,西城区寿刘胡同39号,特色游,https://r1.visitbeijing.com.cn/vbj-s/2012/1205/20121205095139626.jpg
德胜门箭楼,https://s.visitbeijing.com.cn/attraction/117863,高大宏伟的德胜门箭楼是目前北京城仅存的两处古箭楼之一，它和前门箭楼几百年来一直见证着北京城的沧桑变迁。,北京市北京城北垣西侧,博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208034616947.jpg
大观楼影城,https://s.visitbeijing.com.cn/attraction/117846,中国最早的影楼之一，中国电影的起点。对于电影爱好者绝对不可以错过的景点。,北京市西城区前门大栅栏街36号,休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2015/0512/20150512112049835.jpg
什刹海风景区（后海）,https://s.visitbeijing.com.cn/attraction/117800,到北京游玩，什刹海是最不可错过的一站，这里，尤其是更受老外们的青睐。游王府，观故居;乘三轮车，坐摇橹船;逛古街，聚酒吧;住四合院，品私家菜……可谓美哉,北京市西城区羊房胡同甲23号,特色游,https://r1.visitbeijing.com.cn/vbj-s/2015/1126/20151126054621251.jpg
九门小吃,https://s.visitbeijing.com.cn/attraction/117280,北京原汁原味老字号，老北京的吆喝，糖葫芦、爆肚冯、年糕钱、月盛斋、羊头马、炸糕辛、奶酪魏、豆腐脑白等一溜排开。,北京市西城区孝友胡同1号后海北沿,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208115808668.jpg
中国古代建筑博物馆,https://s.visitbeijing.com.cn/attraction/101867,建筑作为人类文明的载体，犹如座座里程碑，镌刻着人类社会在各个领域的发展成就，被视为一个民族对人类文明贡献的标志。,北京市宣武区东经路21号（先农坛北门）,博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2015/0722/20150722113831280.jpg
古陶文明博物馆,https://s.visitbeijing.com.cn/attraction/101843,古陶文明博物馆，见证古老艺术，领略中国古陶文明精华。,北京市西城区南菜园西街12号(大观园北门，大观园酒店后100米）),博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2015/0722/20150722021009170.jpg
中国钱币博物馆,https://s.visitbeijing.com.cn/attraction/101823,中国钱币博物馆是国内最大的集钱币收藏、研究、陈列、宣教于一体的专题性博物馆。,北京市西城区西交民巷17号,博物馆 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206012401245.jpg
银锭桥,https://s.visitbeijing.com.cn/attraction/101816,银锭桥是古时“燕京八景”之一的“银锭观山”所在。从前站桥上，可以远望西山落日，现在只见高楼不见山。,什刹前海与后海连接处,休闲娱乐 | 特色游 | 踏青 | 赏花,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206114431510.jpg
仪亲王府,https://s.visitbeijing.com.cn/attraction/101815,仪亲王府全貌已不可见，仅存东部二进四合院、一段府邸隔墙和阁楼。,北京市西城区二龙路27号,特色游,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206113737234.jpg
